"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group"
"MED13",1701.37208828181,0.157496528616887,0.116543883533868,1.3513924870293,0.176569739181692,0.443336169475612,"Stable"
"AL512353.1",5.10743521744022,-0.946570154183624,0.700451395324818,-1.35137164477297,0.176576412214054,0.443336169475612,"Stable"
"WNT3",54.1473293902447,-0.322541936185281,0.238810354981434,-1.35061955839543,0.176817332301263,0.443560208067725,"Stable"
"RADIL",46.7675856591377,0.422623912772663,0.312855197862082,1.35086108736787,0.176739935273875,0.443560208067725,"Stable"
"PPP1R10",973.490160707285,-0.143139694934676,0.105961941521457,-1.35085949614929,0.176740445091103,0.443560208067725,"Stable"
"GNG11",860.209864142164,0.36277663658781,0.268590523031734,1.35066804477293,0.176801793002953,0.443560208067725,"Stable"
"ANO8",154.570560898977,-0.348349469621343,0.257900341445731,-1.35071348749899,0.176787230081967,0.443560208067725,"Stable"
"AL121987.2",7.54518135121773,-0.806342900894079,0.596937086709793,-1.35080047604094,0.176759355566593,0.443560208067725,"Stable"
"ZADH2",661.224581234448,-0.195784756975124,0.144971315306841,-1.35050686793269,0.176853452164555,0.443587393599303,"Stable"
"HIF1A-AS1",4.40915486678782,1.01741796211449,0.753426771188936,1.35038732498045,0.176891774416086,0.443620094644114,"Stable"
"AMACR",16.1121127903017,0.512798802827839,0.379829433896848,1.35007652663143,0.176991436951223,0.443806597300158,"Stable"
"SOX9-AS1",4.97668826539756,-1.10351792948918,0.817456871343555,-1.34994024538012,0.177035150937436,0.443852775535484,"Stable"
"KPNA2",1213.12484426122,-0.225637133500003,0.167190558715633,-1.349580593745,0.177150552505191,0.444015206243368,"Stable"
"ADH1A",692.829709373253,1.16931513684884,0.866403205010331,1.34962004997996,0.177137889430993,0.444015206243368,"Stable"
"C7orf31",105.470441707869,0.288421239928221,0.213728166150476,1.34947697873923,0.177183809889867,0.444035129912542,"Stable"
"RAD18",183.770936368456,0.223886897944051,0.165959364765321,1.34904648653388,0.177322035092719,0.444192526115989,"Stable"
"PPIP5K2",1062.29918148655,-0.121829454505212,0.0903064296622869,-1.34906733618868,0.177315338701455,0.444192526115989,"Stable"
"FAM86GP",67.0015533712251,-0.470370699987967,0.348669436552236,-1.34904482778633,0.177322567849324,0.444192526115989,"Stable"
"AC126755.1",1712.85819371711,0.322194209904108,0.238846063951128,1.34896177301057,0.177349244909705,0.444195931754572,"Stable"
"ATG4B",861.600044485095,0.120908265347225,0.0896361650704917,1.34887815930255,0.177376104517473,0.444199793571092,"Stable"
"REPS1",403.312966736045,-0.165961193646355,0.123047302871004,-1.34875929641741,0.177414292591578,0.444232019911407,"Stable"
"UBE2Z",3015.29320117352,0.0955243170689904,0.0708530268095566,1.34820375882807,0.177592855991013,0.44457080187086,"Stable"
"SPCS2",1187.29838786623,0.173660150759821,0.12881411300288,1.34814537562308,0.177611629552541,0.44457080187086,"Stable"
"GRB14",45.2375744073277,0.598492349125893,0.443951861529422,1.34810190245419,0.177625609638913,0.44457080187086,"Stable"
"DDX27",703.968827116396,0.146282502156659,0.108533037054655,1.3478154313787,0.177717753396431,0.444737980793094,"Stable"
"EVC",3070.4162412073,-0.172777521375008,0.128231031413918,-1.3473924327825,0.177853876457163,0.445015154369784,"Stable"
"NAIP",270.402045311074,-0.355712595173211,0.264035867928344,-1.34721315692513,0.177911591737372,0.445096089695165,"Stable"
"TNFRSF10A",45.4799376364855,0.396125899393769,0.294138791968698,1.34673123780261,0.178066807770612,0.445357397339327,"Stable"
"ABCG2",31.195038252545,-0.471587004234591,0.350155258018539,-1.34679401047184,0.178046584304072,0.445357397339327,"Stable"
"CIAPIN1",455.419684484331,0.160883815474985,0.119475170750741,1.34658786812396,0.178113003582035,0.445409442395496,"Stable"
"SNTA1",420.10385742329,0.24700785099378,0.183453256110145,1.34643481522877,0.178162329311134,0.44542330908622,"Stable"
"SEPTIN7P2",202.932610723279,-0.288769832335375,0.214475243938068,-1.34640169668608,0.178173004058737,0.44542330908622,"Stable"
"PSD",136.543354367369,-0.318410967657701,0.236502817983373,-1.3463305442732,0.178195939469065,0.44542330908622,"Stable"
"AC073195.2",6.18639140557999,-0.944729497841224,0.701746010041154,-1.34625560291511,0.178220098591352,0.44542330908622,"Stable"
"RHPN2",108.698921030608,0.39753541654382,0.295403588420145,1.34573658590232,0.178387482926441,0.445778149543427,"Stable"
"CD3EAP",22.550860288958,0.542234768582146,0.402974042983357,1.34558237192598,0.178437239870171,0.445838987969546,"Stable"
"LINC00571",5.69775826230977,-1.04200635182076,0.774438961120531,-1.34549835962939,0.178464350675952,0.445843234032405,"Stable"
"ELMOD3",372.61775478759,-0.158109690229983,0.117523601351991,-1.34534415565121,0.178514120344219,0.445904077653663,"Stable"
"AC012615.6",17.2226718483277,0.488689281872998,0.363330626801226,1.34502639145902,0.178616711991035,0.446096827314264,"Stable"
"SLC25A33",65.8879214016044,0.297846330618739,0.221487041607836,1.34475736574289,0.178703602476787,0.446250313899122,"Stable"
"PA2G4",733.606807195693,0.167177799016859,0.124334539547542,1.34458051338932,0.178760739745384,0.446329469024159,"Stable"
"PCYT1A",1814.59584689696,0.116989476997127,0.0870154014283398,1.34446862367775,0.178796895971295,0.446356223650593,"Stable"
"AC120049.1",75.7508795446491,-0.461076605367237,0.343031161552328,-1.34412454915383,0.17890811486429,0.446570333659692,"Stable"
"SLC9A7",418.730176118233,-0.414811500929098,0.308631467039021,-1.34403502309326,0.178937061765946,0.446579053866788,"Stable"
"ZNF579",158.205761500433,-0.21693038246062,0.161487756412357,-1.3433240220806,0.179167076918791,0.447089512806171,"Stable"
"GINS2",20.5483034594998,-0.48901267431389,0.364124261022289,-1.34298295021862,0.179277494702104,0.44729014295306,"Stable"
"AMPD3",791.077316843115,0.354543127197116,0.264009475456276,1.34291819103983,0.179298465396915,0.44729014295306,"Stable"
"COQ9",420.296688506153,-0.200274908425962,0.14914341152901,-1.34283443279696,0.179325591184346,0.447294213438918,"Stable"
"LINC01277",6.01039313416196,-0.930247530881913,0.692836837632424,-1.34266465111869,0.179380585721089,0.447304203592455,"Stable"
"LINC-PINT",131.578082450294,0.290136470666441,0.216089382549409,1.34266879401213,0.179379243633739,0.447304203592455,"Stable"
"ZNF875",389.961611209671,-0.214706289186029,0.159933721670483,-1.34247041176467,0.179443517800647,0.447397544381461,"Stable"
"USP38",531.788945109283,0.156665832361748,0.116712608180901,1.34232140643211,0.179491805524024,0.447454351792982,"Stable"
"RXRA",1794.12888239395,0.218272321667672,0.162653872368439,1.34194359156262,0.179614286184283,0.447549077700056,"Stable"
"RNPEP",1254.93445854673,-0.220224202626489,0.164124630223287,-1.34181080759713,0.179657347064206,0.447549077700056,"Stable"
"PNPT1",383.993335545982,0.203163441394432,0.15139882731435,1.3419089500119,0.179625519448982,0.447549077700056,"Stable"
"GAPDHP63",7.78387245014543,0.755635622016122,0.563073748428682,1.34198339760077,0.179601378868702,0.447549077700056,"Stable"
"E2F6",228.249160650345,0.204641690400778,0.152503603434172,1.34188101653028,0.179634577858925,0.447549077700056,"Stable"
"RALGAPA1",636.779574336033,0.152205792294405,0.11344184360067,1.34170767561033,0.179690797315855,0.447568858447852,"Stable"
"ZNF529",233.509481745564,-0.173457906751781,0.129300510143619,-1.34150984059625,0.179754976892536,0.447573784147442,"Stable"
"NUDT13",52.2817285010397,-0.426088671895503,0.317622567607892,-1.34149369518829,0.17976021536962,0.447573784147442,"Stable"
"MPDZ",1708.06952033036,-0.245595742879652,0.183084294664104,-1.34143533900728,0.179779150338259,0.447573784147442,"Stable"
"ACP3",15.533284094391,-0.641877526546308,0.478517754763491,-1.34138706486149,0.179794815085276,0.447573784147442,"Stable"
"UBR2",1335.34655911223,0.131672781033628,0.0981735717135331,1.34122431052875,0.179847635622471,0.447641760107284,"Stable"
"CBARP",71.2093474081337,0.326490105602237,0.243458081515233,1.34105265091316,0.179903358788798,0.447716940418363,"Stable"
"TRAPPC6A",128.970356977644,0.270489712586239,0.201773381665704,1.34056192324904,0.180062726771235,0.447999696689657,"Stable"
"SMPD1",3427.61818912107,-0.130933462913207,0.0976719229656701,-1.34054351483617,0.180068707100531,0.447999696689657,"Stable"
"ARRDC3",1012.0875197555,-0.294949351642698,0.220034779748448,-1.34046695699605,0.180093579980174,0.447999696689657,"Stable"
"AC009244.1",210.727316147719,0.175665358462161,0.131072762180984,1.34021253187298,0.180176258506849,0.448141828112088,"Stable"
"DOLK",426.885683211376,0.148614403189655,0.11089571645787,1.34012753545908,0.180203885404594,0.448147011966492,"Stable"
"ZNF429",106.512065952544,-0.299120048993286,0.223221568352935,-1.34001409989355,0.180240760954259,0.448175191460101,"Stable"
"ARHGAP33",97.1952049785322,-0.385416119800788,0.287721032712846,-1.33954795089814,0.18039235517826,0.448488574692161,"Stable"
"SLC25A18",10.7120462620388,0.611554226813034,0.456588888956758,1.33939796084471,0.180441152905058,0.448546334332564,"Stable"
"HINT1",1578.92074803286,0.187880213494586,0.140290961618477,1.33921823136068,0.180499638963828,0.448628157758942,"Stable"
"NORAD",9404.25497701654,0.149606463788805,0.111726159290851,1.33904597399918,0.180555706720527,0.448700810039333,"Stable"
"NDUFB4P12",11.5332807407377,-0.580605876989274,0.433620854764341,-1.33897129395406,0.180580018221016,0.448700810039333,"Stable"
"EIF3J-DT",140.107507567712,0.207208720457432,0.154787650517133,1.33866442035372,0.180679944026021,0.448885530718852,"Stable"
"ZNF580",340.278702875556,0.165165361891036,0.123404572050782,1.33840553187177,0.180764276592407,0.448904350009029,"Stable"
"PCDH9",28.446546840907,0.53625747061349,0.400662008851577,1.33842854766933,0.180756778044484,0.448904350009029,"Stable"
"ERICH2",21.090935844722,-1.18987776524345,0.889001853828374,-1.33844238920245,0.180752268583573,0.448904350009029,"Stable"
"STON2",256.27490445439,-0.931721622502293,0.69629326751701,-1.33811666142461,0.180858410241996,0.448956930277825,"Stable"
"RNGTT",312.662417654651,0.198132207376494,0.148069254428008,1.33810498433236,0.180862216198556,0.448956930277825,"Stable"
"AC138932.1",1524.06005872646,0.307758588644479,0.22999044404071,1.33813641661565,0.18085197149713,0.448956930277825,"Stable"
"AC027796.4",32.6281140166269,-0.448224914991632,0.335035358162132,-1.33784361582136,0.180947420538156,0.449104893668404,"Stable"
"TRIM52",133.507888158935,0.240650128620648,0.179941733993434,1.33737806833311,0.181099259633845,0.449354618904795,"Stable"
"PAFAH2",221.809820057375,-0.177963202693487,0.133061753312263,-1.33744820178231,0.181076379442144,0.449354618904795,"Stable"
"XKR8",165.311007923077,0.210837628258568,0.157671729538097,1.33719360392774,0.181159449166723,0.449440403793856,"Stable"
"SPACA6",38.8927952525659,-0.413688128029354,0.309443934171463,-1.33687586779494,0.181263159211618,0.449570558152082,"Stable"
"AL356801.1",13.7067746799767,-0.890153893859158,0.665840801400208,-1.33688697356371,0.181259533511653,0.449570558152082,"Stable"
"JCAD",4013.55197824257,0.187213444849133,0.140145951829231,1.33584625460501,0.181599530880513,0.4501502923564,"Stable"
"DOC2GP",5.26503601743683,1.08409748514148,0.81151000075021,1.33590157131677,0.181581447303908,0.4501502923564,"Stable"
"AC019322.4",4.23781417304395,-1.11362079207524,0.833599489741723,-1.33591827463844,0.181575987086605,0.4501502923564,"Stable"
"ABCG1",209.079764917984,0.674715344215765,0.505022495995712,1.33601047392054,0.181545849877621,0.4501502923564,"Stable"
"ZNF385D",99.812955509921,-0.660202841899435,0.494306924328253,-1.3356131775751,0.181675740729894,0.450153221052481,"Stable"
"NDNF",85.174740478975,-0.715447817539347,0.535672312881582,-1.33560723661577,0.181677683572107,0.450153221052481,"Stable"
"LIN54",344.04088043487,-0.176003795870281,0.131764114618593,-1.33574908752467,0.18163129898914,0.450153221052481,"Stable"
"NOXRED1",11.4942079673361,-0.690313412271209,0.51690975735221,-1.33546214296134,0.18172513761007,0.450207221034831,"Stable"
"ZCCHC4",181.642563465621,-0.183078848278069,0.137122019195911,-1.33515280296812,0.181826340427885,0.450394344600769,"Stable"
"ARHGAP12",1479.39366225377,0.178184984690826,0.13350865890391,1.33463242125045,0.181996681396824,0.450752650353936,"Stable"
"CD63",22498.6196216569,-0.162388231336264,0.121701975447582,-1.33431056265974,0.182102097336935,0.450950077314966,"Stable"
"TRIM66",235.74323044828,-0.253482908449599,0.190069117160948,-1.33363542818454,0.182323366209381,0.451434301459722,"Stable"
"NABP1",2894.29455972361,0.336604333527132,0.252430067769397,1.3334557824333,0.18238227695844,0.451515227352067,"Stable"
"AC027307.2",93.8041888354738,0.252167696918634,0.1891193209889,1.33337881925578,0.182407519605098,0.451515227352067,"Stable"
"FBF1",48.1358126891276,-0.323614644025981,0.242724189552101,-1.33326078716402,0.182446237207948,0.451547359544851,"Stable"
"TSC22D2",806.581558483148,-0.19464244807875,0.146065915745636,-1.33256582882557,0.182674325230609,0.451626694184894,"Stable"
"RPL41P2",757.828791829217,-0.128824556653382,0.0966368957909066,-1.33307838169926,0.182506082939805,0.451626694184894,"Stable"
"ID2",1423.23661680435,0.240775938654804,0.180690433829315,1.33253284942714,0.182685154448627,0.451626694184894,"Stable"
"EIF2B5",582.431654078538,0.147259148340278,0.110506995422823,1.33257761444724,0.182670455382583,0.451626694184894,"Stable"
"CCDC30",47.8360081503008,-0.41972166697321,0.314941064129263,-1.33269908175881,0.182630574728335,0.451626694184894,"Stable"
"CAPRIN2",640.042371098753,-0.262060925230463,0.196674913205855,-1.33245730713083,0.182709961545989,0.451626694184894,"Stable"
"C21orf58",58.2576175343838,-0.301140451727428,0.225941601282703,-1.33282427856495,0.18258947634655,0.451626694184894,"Stable"
"AP006623.1",48.3560333548538,-0.302738150335207,0.227116556191027,-1.33296381123609,0.182543680007428,0.451626694184894,"Stable"
"AMIGO2",217.200223771197,0.336291460426983,0.252326547944465,1.33276289461622,0.182609626011386,0.451626694184894,"Stable"
"MTERF1",161.600764075171,0.228470416582197,0.171496909710818,1.3322130233568,0.18279019822149,0.451761378757014,"Stable"
"MCPH1",210.397203347674,-0.192098395785422,0.14421481774924,-1.33202952916698,0.182850485318746,0.451783096031178,"Stable"
"FOXK2",720.294480389943,0.153154839087262,0.114975249108356,1.33206790396187,0.18283787604422,0.451783096031178,"Stable"
"GRHPR",1161.81742322357,0.140356903282133,0.105405560174434,1.3315891785012,0.182995222847171,0.452077046585978,"Stable"
"ZNF107",94.5695295691328,-0.394088264392092,0.296000420707525,-1.33137737929598,0.183064868721799,0.452185431750523,"Stable"
"SNAPIN",496.7779334232,-0.127517248999737,0.0957850750058881,-1.33128516099088,0.183095198979552,0.452196687232015,"Stable"
"FOXJ3",858.989551647152,-0.131431421333048,0.0987319611266664,-1.33119427420701,0.183125094948496,0.452206867117715,"Stable"
"LINC02035",322.874536673631,0.338658968423529,0.254496698475618,1.33070083208162,0.183287469146984,0.452544138218946,"Stable"
"NACA",8869.24737582079,-0.087409510855176,0.0657142672930165,-1.330145103276,0.18347046736888,0.452845039014669,"Stable"
"MYL5",292.028415733285,-0.184854064473565,0.138977193230096,-1.33010359597286,0.1834841409098,0.452845039014669,"Stable"
"H2AC20",9.70006752020659,0.653297128819964,0.491194469908615,1.33001727185876,0.183512580643733,0.452845039014669,"Stable"
"AC007406.5",129.457187301396,0.267849093203732,0.201381327376589,1.33005922988504,0.183498757040403,0.452845039014669,"Stable"
"PREX2",33.8601534921855,-1.15168151869527,0.866366580917196,-1.32932357279527,0.18374124041576,0.453234794295075,"Stable"
"CFAP97",1194.72192786969,0.153935048312949,0.115800381510479,1.32931382699304,0.183744454367321,0.453234794295075,"Stable"
"AL512310.7",6.39454969941805,0.9672022828496,0.727601067754271,1.32930300093546,0.18374802461219,0.453234794295075,"Stable"
"SEPTIN10P1",36.139277244444,0.403443800457514,0.303566473888464,1.32901303391542,0.18384366979433,0.453343244770416,"Stable"
"JRKL",363.475369533813,-0.145937842665558,0.109807194540094,-1.32903716625117,0.183835708373639,0.453343244770416,"Stable"
"PKIB",4.59993914213667,-1.00471257750209,0.756039613603588,-1.32891525711626,0.183875929634527,0.453359076087376,"Stable"
"AC021321.1",11.3969096846114,-0.631196540232537,0.475207820377553,-1.32825368852527,0.184094313415652,0.453833740182327,"Stable"
"ZRANB3",104.924677043715,-0.238998817073011,0.180052534113536,-1.32738380078731,0.184381755538627,0.454478491279182,"Stable"
"ZNF223",16.9695030457631,-0.575496954366927,0.43386368983034,-1.32644645739304,0.184691859156576,0.455143726192293,"Stable"
"TRPA1",548.833340039938,-1.29934199942596,0.979636419725491,-1.32635125977662,0.184723375195407,0.455143726192293,"Stable"
"BTAF1",1588.87103743363,0.159260175473751,0.120075570582448,1.32633286438892,0.184729465615008,0.455143726192293,"Stable"
"HSP90AB3P",149.40775890915,-0.226057458704731,0.170474786649266,-1.32604629193536,0.184824364375804,0.455249680327597,"Stable"
"FAM218A",10.9629858999028,-0.935490148465797,0.705459221522286,-1.32607260621973,0.184815648869789,0.455249680327597,"Stable"
"SERPINF1",9637.642793239,-0.174217722447047,0.131413606185634,-1.32572058178625,0.184932267419391,0.455436510636773,"Stable"
"LMF1",279.161452815445,0.195257797637104,0.147290937089063,1.32566063802716,0.184952130993845,0.455436510636773,"Stable"
"MAPKAPK5",336.222283912056,0.140157327857512,0.105733526729281,1.32557129411156,0.184981739833265,0.455445498929923,"Stable"
"TMEM218",235.22228128343,-0.159765637936378,0.120550735038557,-1.32529791614525,0.185072359887082,0.45557413623686,"Stable"
"ST13P3",103.3651630583,-0.321916166138905,0.242916991454696,-1.32521057588902,0.185101318588359,0.45557413623686,"Stable"
"MEIOC",12.3576543615182,-0.622857567381687,0.470017788814821,-1.32517871068723,0.185111884709751,0.45557413623686,"Stable"
"ITGA6",300.464691357547,0.611463750500593,0.461477466948234,1.32501323313622,0.185166762269816,0.45563255988886,"Stable"
"AK1",182.938817653554,-0.209758291290813,0.158314056162698,-1.32495052160906,0.185187562528781,0.45563255988886,"Stable"
"ATP23",113.318034729912,-0.395341266509432,0.29840086956815,-1.32486633528105,0.185215488301298,0.455637372721015,"Stable"
"TNFRSF14",447.543845013747,-0.315476525723079,0.238193300522846,-1.32445591471546,0.185351675106144,0.455652954986309,"Stable"
"FAM86FP",71.9716696938482,-0.400653735407729,0.302471683256983,-1.3245991528646,0.185304137044983,0.455652954986309,"Stable"
"EHHADH",138.478909411235,0.303429831498081,0.229081845090696,1.32454770205797,0.185321211566885,0.455652954986309,"Stable"
"ATP5F1C",1273.02130570801,0.11010452314447,0.0831290791840091,1.3245006948862,0.18533681243642,0.455652954986309,"Stable"
"AL135905.1",16.4715097874667,-0.544868357077838,0.411312685422685,-1.32470593878695,0.185268702663796,0.455652954986309,"Stable"
"C19orf71",57.2035623784287,0.449796003059918,0.339667865489454,1.3242230094736,0.185428991253603,0.455779161045735,"Stable"
"PIGV",308.748870359631,0.246093192886631,0.185864347612617,1.3240473283211,0.185487326844993,0.455858684619052,"Stable"
"AL024498.1",6.6436711112502,-0.870965835413507,0.657855391244073,-1.32394724890286,0.185520564661888,0.455867367477279,"Stable"
"AC016727.1",30.985282398052,-0.51095949125776,0.385955980029908,-1.32388022908251,0.1855428253722,0.455867367477279,"Stable"
"RFX3-AS1",6.93577821671955,-0.84538694556648,0.63862918023695,-1.32375245561566,0.185585270948576,0.455907809968184,"Stable"
"FAM91A1",1371.63842474063,-0.126622169110027,0.0956667150654621,-1.32357601098128,0.185643896597047,0.455987983451657,"Stable"
"TTF2",272.521659438755,-0.270985084901692,0.204831806354585,-1.32296389767021,0.185847384058244,0.456101085466987,"Stable"
"STRN4",1114.15268803288,0.116231417680131,0.0878628890285149,1.32287270502122,0.185877713730699,0.456101085466987,"Stable"
"PGLS",767.276868343316,-0.158905915625644,0.120084047708925,-1.32328913504665,0.185739243476197,0.456101085466987,"Stable"
"NAT10",783.107413710221,0.167997673273842,0.126981507673125,1.32300896683555,0.185832395900361,0.456101085466987,"Stable"
"KDM1B",626.735242726475,-0.155092269574863,0.117242623863292,-1.32283178646449,0.185891323982059,0.456101085466987,"Stable"
"FOXRED1",242.264995459155,-0.179254328355105,0.135510058027864,-1.32281198136781,0.185897911779676,0.456101085466987,"Stable"
"CNNM3",337.393327834085,0.240373917753689,0.181706234792205,1.32287105078467,0.185878263945379,0.456101085466987,"Stable"
"AC138932.4",149.881094640469,0.245172141546095,0.185315517523007,1.32299844515534,0.185835894900157,0.456101085466987,"Stable"
"OGT",5664.731144575,0.134650236912363,0.101826363525206,1.32235142502198,0.186051155972299,0.456413245460569,"Stable"
"SLC25A22",269.241642733232,0.247373616917871,0.187121480530494,1.32199476092516,0.186169895498787,0.456640684541621,"Stable"
"CEP131",180.349362623884,-0.210723770504436,0.159410203938881,-1.32189637361752,0.186202660156133,0.456657208895632,"Stable"
"NUBP1",83.2471438052693,-0.295965181543021,0.223978832876629,-1.32139799882806,0.186368692962229,0.457000519639735,"Stable"
"SERTAD4",10.7462367908712,-0.814372738773867,0.616365007539451,-1.3212507666924,0.186417764053118,0.457050232427083,"Stable"
"ATP5MC2",1816.56989338388,-0.127917179043978,0.0968203392166921,-1.32118086012577,0.186441066599067,0.457050232427083,"Stable"
"LY6E",3377.33106036015,-0.193323604549987,0.146350440707148,-1.32096359680142,0.18651350255656,0.457163928800621,"Stable"
"CFL2",2083.3577482809,0.138946755508466,0.105196877541935,1.32082585296391,0.186559437352947,0.457212645391458,"Stable"
"PLA2G6",310.424734116853,0.237378261405544,0.179782322507466,1.32036486176602,0.186713229432023,0.457334023507588,"Stable"
"MUL1",726.647996505346,0.194226891327519,0.147096080056762,1.32040834298623,0.186698719587046,0.457334023507588,"Stable"
"LMO7",3106.64378876221,0.415592970569337,0.31470605476586,1.32057507084996,0.186643089599569,0.457334023507588,"Stable"
"IARS2",2804.40872152686,0.124214647906346,0.0940664127024587,1.32049946774572,0.186668313617965,0.457334023507588,"Stable"
"DLK2",19.435772126549,0.499405383924143,0.37825690710085,1.32028093750312,0.186741237626518,0.457338779195597,"Stable"
"HMCN1",1779.85607134184,-0.414825391050593,0.31422799973425,-1.32014139860681,0.186787813062292,0.457388999326994,"Stable"
"TSPO",1844.69458519856,0.212348347747086,0.160927788728131,1.31952566691775,0.186993435092963,0.457828609922695,"Stable"
"FOS",58.5067468853675,0.438278868395046,0.332195473416614,1.3193402784432,0.187055377835423,0.457852483834053,"Stable"
"ADAM32",27.7900624904706,0.490636266969384,0.371871871687723,1.31936912771233,0.187045737606163,0.457852483834053,"Stable"
"RAN",2878.38511053007,0.194075939180284,0.147148991686464,1.31890770678068,0.187199969347042,0.458142483218558,"Stable"
"ASGR1",8.16881703812513,-0.769148792052869,0.583261258686607,-1.31870372084175,0.187268182367192,0.458245503435479,"Stable"
"IFITM2",2914.99244281912,0.19947542626717,0.151296538196688,1.31844012192697,0.187356357182301,0.458397334648371,"Stable"
"VRK2",191.896079709627,0.200140772645164,0.151923043587275,1.31738259002289,0.187710413712565,0.458700659831056,"Stable"
"VPS26B",1093.35121974926,-0.157156482784289,0.119239501470616,-1.31799010265919,0.1875069611275,0.458700659831056,"Stable"
"SMG1P7",133.360482827689,-0.253214768871408,0.192173627041615,-1.31763537364352,0.187625738106259,0.458700659831056,"Stable"
"SAC3D1",81.4043391949083,-0.350919878430201,0.266346415530188,-1.31753182310211,0.187660421298447,0.458700659831056,"Stable"
"MED9",228.670250758893,-0.178038785148888,0.135131303518408,-1.31752436713995,0.18766291877916,0.458700659831056,"Stable"
"MAP3K13",251.649878318092,0.1777715208166,0.134944566140307,1.3173670189266,0.187715630526474,0.458700659831056,"Stable"
"ICE1",1234.81235769803,0.150422916998832,0.114146068153986,1.31781076152275,0.187567004528828,0.458700659831056,"Stable"
"DBN1",3456.56357466003,-0.177960165995683,0.135066232174072,-1.31757703706675,0.187645276762543,0.458700659831056,"Stable"
"CDK1",56.1634382522429,-0.352315169914232,0.267438228546825,-1.31737026463495,0.187714543101826,0.458700659831056,"Stable"
"ATM",2102.62782244376,-0.146135112366432,0.11094894355183,-1.31713838535258,0.187792242388147,0.458823965004878,"Stable"
"UBQLN2",1141.0845779742,-0.105745874971643,0.0802893574877336,-1.31705967366594,0.187818622895014,0.458824525019914,"Stable"
"SLC38A9",277.847003742612,0.195118682130788,0.148185353985905,1.31672042399917,0.187932354947723,0.458974550049805,"Stable"
"HASPIN",11.1074507952334,0.70569019858385,0.535944564351416,1.31672237302725,0.18793170139897,0.458974550049805,"Stable"
"OSBP2",19.4395688629915,-0.595063938945345,0.452141704950945,-1.31610053315012,0.18814030206378,0.459327165449689,"Stable"
"MYO7A",4.34407709217359,1.06806671123203,0.811516349597972,1.31613702146748,0.18812805707877,0.459327165449689,"Stable"
"AC025181.2",65.3571151822028,0.391543184179754,0.297512575768263,1.3160559118171,0.188155277177938,0.459327165449689,"Stable"
"CSPG4P13",12.6020019631216,-0.858421277825988,0.652312905359676,-1.31596549872437,0.188185622902831,0.459337333587948,"Stable"
"DMXL1",1251.55945469354,0.137005360220788,0.104125883535984,1.3157666045008,0.188252391312478,0.459436389703355,"Stable"
"TLK2",806.9235899362,0.132104503915779,0.100430918758853,1.31537683363206,0.188383287327352,0.45969190210826,"Stable"
"HAT1",460.334133923773,-0.146110671945998,0.111117525774532,-1.31492013458318,0.188536745114001,0.460002390908796,"Stable"
"UGGT2",881.16354319058,0.167477885608263,0.127402212262586,1.31456026260422,0.188657732478027,0.460233581246799,"Stable"
"RPSAP70",5.59526513117635,-1.04154563187396,0.792382784885572,-1.31444757728346,0.188695628552542,0.460262032942354,"Stable"
"RPS27AP5",58.7844167044622,0.305161082987299,0.232191943419444,1.31426215093105,0.188757999655543,0.460312900983711,"Stable"
"RNU1-1",4.48646334736016,-1.13263878767557,0.861831217102829,-1.31422344096922,0.18877102228488,0.460312900983711,"Stable"
"MIEF2",157.011648057434,-0.274896720266051,0.209181893242239,-1.3141516027284,0.188795191534841,0.460312900983711,"Stable"
"NACC1",950.61578160361,0.182226493290315,0.138738525693836,1.3134527153074,0.18903044424004,0.460822446045783,"Stable"
"ABHD17AP3",26.865455498247,0.469469033943689,0.35752850627548,1.31309539156567,0.189150806555811,0.461051806199181,"Stable"
"SSBP3P1",36.8196663383407,0.424718731734304,0.323494702330954,1.31290784261373,0.189214003876969,0.461141783306211,"Stable"
"LRRC66",33.9782535189631,0.496950025456556,0.378535422726703,1.31282304276011,0.189242583518473,0.461147378865501,"Stable"
"ZNF688",142.050874129458,-0.216603124850805,0.165039098492838,-1.31243521582981,0.189373331311118,0.461293722551766,"Stable"
"TENT4B",332.635305078367,0.184355864316959,0.14047114183238,1.31241094727446,0.189381515163315,0.461293722551766,"Stable"
"MYCBP",98.3434957130814,0.322284024646829,0.245538101469773,1.31256217555508,0.189330522149034,0.461293722551766,"Stable"
"TSPAN2",15.8640427414629,-0.958887912398139,0.730989242779747,-1.31176747383006,0.189598602635582,0.461532627533406,"Stable"
"RNASEH2A",73.752864428828,-0.269654263285552,0.205570200147017,-1.31173809770435,0.189608517580987,0.461532627533406,"Stable"
"KLHDC1",79.3160203668418,-0.287055161453153,0.218828060979219,-1.31178405625234,0.189593005952846,0.461532627533406,"Stable"
"CASP8",334.615496868361,-0.186960679650334,0.142529808977934,-1.31173037409514,0.189611124494773,0.461532627533406,"Stable"
"ASCC2",888.848496213242,-0.121228253945313,0.0924020328720518,-1.31196522605923,0.189531867814781,0.461532627533406,"Stable"
"EME1",9.70594025686311,-0.700526588519074,0.534124380254043,-1.31154205727491,0.189674694365392,0.461623319828104,"Stable"
"SLC25A40",209.501274285564,-0.194960492579443,0.148682199650122,-1.31125644521148,0.189771138036631,0.461729942705962,"Stable"
"GRK2",707.531291071904,0.165788744450217,0.12642863034193,1.31132279137911,0.189748731462247,0.461729942705962,"Stable"
